Epoca,ECM
230,0.04885596610939742
231,0.04881234218618987
232,0.04876882177724352
233,0.048725398314709845
234,0.04868206502726268
235,0.048638814926335004
236,0.04859564079137929
237,0.048552535154101815
238,0.04850949028160387
239,0.04846649815837012
240,0.048423550467028835
241,0.04838063856781538
242,0.04833775347665945
243,0.04829488584181695
244,0.04825202591895894
245,0.04820916354462745
246,0.04816628810796662
247,0.04812338852062949
248,0.04808045318475854
249,0.04803746995893726
250,0.04799442612200017
251,0.04795130833459461
252,0.0479081025983783
253,0.04786479421274041
254,0.04782136772892822
255,0.04777780690146941
256,0.04773409463677344
257,0.04769021293880558
258,0.047646142851728954
259,0.047601864399412976
260,0.047557356521727046
261,0.047512597007532804
262,0.04746756242431891
263,0.04742222804442375
264,0.04737656776782599
265,0.047330554041495346
266,0.04728415777533895
267,0.047237348254799146
268,0.04719009305022242
269,0.04714235792315873
270,0.04709410672983636
271,0.047045301322134685
272,0.04699590144651465
273,0.046945864641502646
274,0.04689514613454903
275,0.04684369873933103
276,0.04679147275495904
277,0.04673841586897314
278,0.046684473066660646
279,0.0466295865499809
280,0.04657369567039006
281,0.04651673688108021
282,0.04645864371567714
283,0.04639934680224293
284,0.04633877392355666
285,0.04627685013702229
286,0.046213497970114474
287,0.046148637709825885
288,0.04608218780686849
289,0.04601406541695289
290,0.045944187101823276
291,0.04587246971110845
292,0.0457988314618252
293,0.045723193224757756
294,0.04564548001564491
295,0.045565622674096896
296,0.045483559695223184
297,0.045399239159566604
298,0.04531262068835899
299,0.0452236773360685
300,0.045132397323461894
301,0.04503878551411961
302,0.0449428645465187
303,0.044844675551877544
304,0.04474427841265186
305,0.0446417515444741
306,0.044537191211523997
307,0.04443071040841936
308,0.04432243735867505
309,0.04421251369013423
310,0.04410109235255331
311,0.04398833534358087
312,0.043874411308632955
313,0.043759493079013966
314,0.043643755211570774
315,0.04352737159193212
316,0.04341051316110765
317,0.043293345821071846
318,0.04317602856823307
319,0.043058711894276375
320,0.042941536482177065
321,0.04282463221199903
322,0.04270811747760358
323,0.042592098802680674
324,0.04247667073364871
325,0.042361915978606696
326,0.042247905756094446
327,0.04213470031484123
328,0.04202234958572017
329,0.04191089392922444
330,0.0418003649452986
331,0.04169078631671834
332,0.04158217466182806
333,0.0414745403769313
334,0.04136788845271003
335,0.04126221925261666
336,0.04115752924422016
337,0.04105381167701294
338,0.04095105720235937
339,0.04084925443307437
340,0.040748390441720676
341,0.040648451198082865
342,0.040549421947458725
343,0.040451287532421026
344,0.04035403266150235
345,0.040257642128864166
346,0.040162100989436476
347,0.04006739469421567
348,0.039973509190475875
349,0.039880430991533135
350,0.03978814722049183
351,0.039696645632078725
352,0.03960591461631283
353,0.03951594318734412
354,0.03942672096039093
355,0.039338238119300595
356,0.03925048537687959
357,0.0391634539297977
358,0.03907713540956225
359,0.03899152183079379
360,0.038906605537807046
361,0.038822379150314064
362,0.03873883550890553
363,0.038655967620849684
364,0.0385737686066347
365,0.03849223164761026
366,0.03841134993501259
367,0.038331116620607175
368,0.03825152476914284
369,0.03817256731277683
370,0.03809423700759402
371,0.03801652639232738
372,0.037939427749355006
373,0.037862933068026
374,0.03778703401035941
375,0.037711721879118074
376,0.03763698758826269
377,0.03756282163575902
378,0.03748921407870206
379,0.037416154510707116
380,0.03734363204150643
381,0.03727163527868867
382,0.0372001523115143
383,0.037129170696749265
384,0.037058677446474515
385,0.03698865901784737
386,0.03691910130482959
387,0.03684998963192999
388,0.036781308750073606
389,0.036713042834762434
390,0.03664517548677127
391,0.036577689735704376
392,0.036510568046821415
393,0.036443792331634584
394,0.036377343962864156
395,0.03631120379442301
396,0.036245352187149756
397,0.03617976904107188
398,0.036114433834961254
399,0.03604932567393075
400,0.03598442334572525
401,0.035919705386229274
402,0.03585515015452808
403,0.03579073591762026
404,0.03572644094461107
405,0.035662243609938
406,0.03559812250489916
407,0.035534056556536145
408,0.035470025152770826
409,0.035406008272655665
410,0.03534198662067267
411,0.03527794176421748
412,0.035213856273690204
413,0.035149713864926026
414,0.035085499543951536
415,0.03502119975414094
416,0.03495680252565473
417,0.034892297626497114
418,0.03482767671357813
419,0.034762933480849356
420,0.03469806380000409
421,0.034633065847586304
422,0.034567940210902585
423,0.034502689964137245
424,0.03443732070580802
425,0.03437184054934537
426,0.03430626006020393
427,0.034240592135455744
428,0.03417485182506297
429,0.034109056097672084
430,0.03404322355742123
431,0.03397737412152073
432,0.03391152867091892
433,0.03384570868793241
434,0.033779935895232927
435,0.03371423190997791
436,0.0336486179253643
437,0.0335831144296165
438,0.03351774096969868
439,0.03345251596412278
440,0.03338745656637355
441,0.033322578577872165
442,0.03325789640723459
443,0.03319342307089609
444,0.033129170229028476
445,0.033065148250034364
446,0.03300136629671968
447,0.03293783242744011
448,0.03287455370600966
449,0.03281153631485861
450,0.032748785666755834
451,0.032686306511299716
452,0.032624103033264545
453,0.03256217894073883
454,0.03250053754176356
455,0.032439181808852205
456,0.03237811443135074
457,0.03231733785606476
458,0.03225685431694223
459,0.03219666585486609
460,0.03213677432879473
461,0.032077181419590955
462,0.03201788862791422
463,0.03195889726754558
464,0.03190020845545192
465,0.031841823099810325
466,0.031783741887101175
467,0.031725965269248604
468,0.031668493451650855
469,0.03161132638280145
470,0.031554463746060434
471,0.031497904953994564
472,0.031441649145578815
473,0.031385695186424645
474,0.03133004167209265
475,0.031274686934442
476,0.031219629050882918
477,0.031164865856327082
478,0.031110394957561807
479,0.031056213749731523
480,0.03100231943457213
481,0.03094870904002363
482,0.030895379440833027
483,0.030842327379764008
484,0.030789549489038424
485,0.030737042311655055
486,0.030684802322259896
487,0.030632825947273002
488,0.030581109584013194
489,0.03052964961860801
490,0.030478442442508864
491,0.030427484467482432
492,0.030376772138980518
493,0.03032630194783767
494,0.030276070440275072
495,0.030226074226225804
496,0.030176309986019157
497,0.030126774475494715
498,0.03007746452962682
499,0.03002837706476311
500,0.029979509079587276
501,0.029930857654930438
502,0.02988241995255075
503,0.029834193213011
504,0.02978617475277907
505,0.02973836196066985
506,0.02969075229374843
507,0.029643343272801506
508,0.02959613247748164
509,0.029549117541216505
510,0.029502296145972762
511,0.02945566601695036
512,0.029409224917281616
513,0.02936297064280009
514,0.02931690101693691
515,0.02927101388580579
516,0.02922530711352568
517,0.029179778577837854
518,0.029134426166068282
519,0.02908924777149463
520,0.02904424129017684
521,0.02899940461832274
522,0.028954735650261312
523,0.028910232277115533
524,0.028865892386271932
525,0.028821713861764575
526,0.02877769458570252
527,0.028733832440891175
528,0.02869012531481037
529,0.028646571105137884
530,0.0286031677270136
531,0.028559913122262196
532,0.02851680527079522
533,0.028473842204418717
534,0.028431022023266434
535,0.02838834291505304
536,0.028345803177318753
537,0.028303401242762545
538,0.028261135707700523
539,0.02821900536356544
540,0.028177009231235332
541,0.028135146597806214
542,0.028093417055235426
543,0.028051820540054753
544,0.02801035737312162
545,0.027969028298139187
546,0.027927834517453183
547,0.027886777723463343
548,0.02784586012387112
549,0.02780508445898626
550,0.02776445400942881
551,0.027723972592833813
552,0.02768364454858652
553,0.027643474710173307
554,0.027603468365393905
555,0.02756363120537793
556,0.02752396926398873
557,0.02748448884970227
558,0.02744519647231501
559,0.02740609876682208
560,0.027367202416498378
561,0.02732851407667893
562,0.027290040300070317
563,0.02725178746379924
564,0.027213761697951512
565,0.02717596881521132
566,0.02713841424141596
567,0.027101102947354416
568,0.027064039382858156
569,0.02702722741498404
570,0.026990670272685584
571,0.026954370500683732
572,0.02691832992518546
573,0.026882549633648233
574,0.026847029970034603
575,0.026811770546042484
576,0.026776770267793928
577,0.026742027376532345
578,0.026707539501138113
579,0.02667330371977779
580,0.026639316627772417
581,0.026605574408795202
582,0.026572072906728195
583,0.026538807695885413
584,0.02650577414775176
585,0.02647296749287409
586,0.026440382876996904
587,0.02640801541094692
588,0.02637586021411461
589,0.026343912451649736
590,0.02631216736567608
591,0.026280620300967887
592,0.026249266725588936
593,0.02621810224702973
594,0.026187122624364668
595,0.026156323776924825
596,0.026125701789933328
597,0.026095252917502337
598,0.02606497358333947
599,0.02603486037945809
600,0.02600491006314696
601,0.02597511955241395
602,0.025945485920088357
603,0.025916006386743715
604,0.025886678312583823
605,0.02585749918842378
606,0.025828466625886774
607,0.025799578346935467
608,0.02577083217285098
609,0.025742226012773713
610,0.025713757851912804
611,0.025685425739538168
612,0.025657227776860574
613,0.025629162104903392
614,0.025601226892466647
615,0.025573420324280303
616,0.02554574058943451
617,0.025518185870170063
618,0.025490754331103416
619,0.025463444108954698
620,0.02543625330283631
621,0.025409179965154148
622,0.02538222209316253
623,0.025355377621211365
624,0.02532864441371098
625,0.02530202025883952
626,0.02527550286300885
627,0.02524908984610013
628,0.02522277873748062
629,0.025196566972804302
630,0.025170451891598382
631,0.025144430735640412
632,0.025118500648121062
633,0.025092658673595527
634,0.025066901758717276
635,0.02504122675375567
636,0.025015630414890844
637,0.02499010940728678
638,0.024964660308934884
639,0.02493927961526497
640,0.024913963744518736
641,0.02488870904387772
642,0.02486351179633535
643,0.024838368228304108
644,0.024813274517941325
645,0.024788226804176673
646,0.02476322119642075
647,0.02473825378492669
648,0.0247133206517768
649,0.02468841788245755
650,0.024663541577981826
651,0.024638687867512762
652,0.024613852921436735
653,0.024589032964826955
654,0.02456422429123432
655,0.024539423276736368
656,0.024514626394167967
657,0.02448983022745378
658,0.02446503148595874
659,0.024440227018763146
660,0.024415413828772225
661,0.02439058908656043
662,0.024365750143851006
663,0.024340894546530756
664,0.024316020047091966
665,0.024291124616403766
666,0.02426620645470448
667,0.024241264001715196
668,0.02421629594577395
669,0.024191301231893867
670,0.024166279068650657
671,0.024141228933814436
672,0.02411615057864006
673,0.024091044030742522
674,0.02406590959548964
675,0.02404074785585149
676,0.024015559670656144
677,0.023990346171213525
678,0.023965108756275024
679,0.023939849085311393
680,0.0239145690701025
681,0.023889270864639756
682,0.023863956853361512
683,0.02383862963774497
684,0.0238132920212936
685,0.023787946992970474
686,0.023762597709135528
687,0.023737247474052498
688,0.023711899719047004
689,0.023686557980393146
690,0.02366122587602356
691,0.02363590708115752
692,0.023610605302941904
693,0.023585324254218
694,0.023560067626510462
695,0.02353483906235739
696,0.023509642127086738
697,0.02348448028015807
698,0.023459356846191035
699,0.023434274985800918
700,0.023409237666376027
701,0.023384247632940752
702,0.02335930737925317
703,0.023334419119313665
704,0.02330958475947523
705,0.023284805871371207
706,0.023260083665917725
707,0.023235418968673448
708,0.023210812196896236
709,0.023186263338675954
710,0.02316177193458562
711,0.023137337062345612
712,0.023112957325052634
713,0.023088630843583098
714,0.02306435525381671
715,0.023040127709361608
716,0.023015944890464244
717,0.022991803019765812
718,0.022967697885506896
719,0.022943624872679806
720,0.022919579002476806
721,0.022895554980185275
722,0.02287154725143051
723,0.022847550066381218
724,0.022823557551206793
725,0.022799563785740735
726,0.022775562885962948
727,0.022751549089595247
728,0.02272751684283852
729,0.02270346088606349
730,0.02267937633615347
731,0.022655258763172946
732,0.02263110425912543
733,0.022606909496763566
734,0.022582671776718105
735,0.02255838906160918
736,0.022534059996267165
737,0.02250968391370065
738,0.022485260826972542
739,0.02246079140765574
740,0.02243627695200162
741,0.022411719336351936
742,0.022387120963629752
743,0.022362484702952948
744,0.022337813824511377
745,0.02231311193184522
746,0.022288382893567736
747,0.022263630776391253
748,0.022238859781084565
749,0.02221407418269817
750,0.022189278276100358
751,0.022164476327553483
752,0.022139672532768863
753,0.022114870981610676
754,0.022090075629381797
755,0.02206529027443436
756,0.02204051854168892
757,0.0220157638715407
758,0.021991029513548793
759,0.02196631852427381
760,0.021941633768609803
761,0.021916977923972628
762,0.02189235348673895
763,0.02186776278036731
764,0.021843207964697492
765,0.021818691045969615
766,0.02179421388717609
767,0.02176977821841574
768,0.021745385646981075
769,0.02172103766696408
770,0.0216967356682203
771,0.021672480944577775
772,0.021648274701224327
773,0.021624118061234352
774,0.021600012071243017
775,0.02157595770629235
776,0.021551955873899187
777,0.021528007417418855
778,0.021504113118781393
779,0.021480273700698833
780,0.021456489828435732
781,0.021432762111250423
782,0.021409091103601178
783,0.021385477306220223
784,0.0213619211671445
785,0.02133842308278955
786,0.021314983399144734
787,0.021291602413156013
788,0.021268280374354374
789,0.02124501748677804
790,0.021221813911223072
791,0.02119866976785176
792,0.02117558513917251
793,0.021152560073399582
794,0.021129594588191077
795,0.02110668867475628
796,0.021083842302312097
797,0.021061055422871577
798,0.021038327976329256
799,0.021015659895813665
800,0.020993051113268157
801,0.020970501565216904
802,0.02094801119867392
803,0.020925579977143845
804,0.0209032078866692
805,0.020880894941867425
806,0.020858641191905964
807,0.020836446726362454
808,0.020814311680908103
809,0.020792236242763815
810,0.020770220655865403
811,0.020748265225686013
812,0.02072637032365569
813,0.020704536391124077
814,0.0206827639428148
815,0.02066105356971967
816,0.02063940594138733
817,0.020617821807567622
818,0.0205963019991714
819,0.020574847428522638
820,0.020553459088877735
821,0.020532138053201556
822,0.020510885472194464
823,0.020489702571576843
824,0.02046859064864772
825,0.02044755106813958
826,0.020426585257407447
827,0.020405694700995132
828,0.020384880934632206
829,0.020364145538724617
830,0.020343490131406308
831,0.020322916361228776
832,0.020302425899567152
833,0.020282020432827827
834,0.020261701654543107
835,0.020241471257438737
836,0.02022133092556053
837,0.020201282326542766
838,0.020181327104097264
839,0.02016146687079928
840,0.02014170320123532
841,0.02012203762557542
842,0.0201024716236229
843,0.020083006619385016
844,0.020063643976199103
845,0.020044384992442134
846,0.02002523089783772
847,0.02000618285037116
848,0.019987241933809023
849,0.01996840915581683
850,0.019949685446656824
851,0.019931071658442927
852,0.01991256856492568
853,0.019894176861772216
854,0.019875897167302817
855,0.019857730023646613
856,0.01983967589826904
857,0.019821735185831243
858,0.019803908210334276
859,0.019786195227505306
860,0.019768596427379943
861,0.019751111937043275
862,0.019733741823484054
863,0.019716486096530223
864,0.01969934471182626
865,0.01968231757382343
866,0.019665404538752294
867,0.01964860541755343
868,0.01963191997874059
869,0.01961534795118065
870,0.019598889026770518
871,0.019582542862997994
872,0.019566309085375332
873,0.01955018728973728
874,0.019534177044394523
875,0.019518277892140324
876,0.019502489352105752
877,0.019486810921461442
878,0.01947124207696612
879,0.01945578227636252
880,0.019440430959620347
881,0.019425187550030542
882,0.01941005145514933
883,0.01939502206759778
884,0.01938009876571645
885,0.019365280914077937
886,0.019350567863858498
887,0.019335958953070803
888,0.019321453506655158
889,0.01930705083643309
890,0.01929275024091783
891,0.019278551004981964
892,0.019264452399377744
893,0.019250453680105535
894,0.019236554087624966
895,0.019222752845901463
896,0.019209049161278267
897,0.01919544222116642
898,0.019181931192538398
899,0.01916851522021361
900,0.019155193424920332
901,0.01914196490111791
902,0.019128828714559835
903,0.019115783899578673
904,0.01910282945607129
905,0.019089964346159595
906,0.019077187490503897
907,0.019064497764241208
908,0.019051893992522353
909,0.019039374945618963
910,0.01902693933357248
911,0.019014585800356035
912,0.019002312917522475
913,0.01899011917731133
914,0.018978002985190742
915,0.018965962651814463
916,0.018953996384378023
917,0.018942102277363967
918,0.018930278302675994
919,0.01891852229916784
920,0.0189068319615916
921,0.018895204828996603
922,0.018883638272633875
923,0.018872129483437094
924,0.018860675459173377
925,0.01884927299138806
926,0.018837918652285162
927,0.018826608781728284
928,0.018815339474564662
929,0.018804106568522782
930,0.01879290563295738
931,0.018781731958751758
932,0.018770580549723522
933,0.018759446115904285
934,0.018748323069089887
935,0.018737205521080682
936,0.018726087285040313
937,0.01871496188041084
938,0.01870382254181501
939,0.018692662232365688
940,0.01868147366177722
941,0.018670249309638298
942,0.01865898145416081
943,0.018647662206654144
944,0.01863628355190833
945,0.01862483739457491
946,0.01861331561152972
947,0.01860171011008283
948,0.01859001289174964
949,0.0185782161211357
950,0.018566312199301792
951,0.018554293840764877
952,0.018542154153076803
953,0.018529886717690864
954,0.01851748567061271
955,0.01850494578112965
956,0.018492262526758743
957,0.018479432162451917
958,0.018466451782075472
959,0.01845331937024905
960,0.018440033842792688
961,0.018426595074303474
962,0.01841300391173336
963,0.018399262173284553
964,0.018385372632411467
965,0.018371338987238153
966,0.018357165816188382
967,0.018342858521085692
968,0.01832842325936599
969,0.01831386686734986
970,0.01829919677671038
971,0.018284420926375146
972,0.018269547672082814
973,0.01825458569571978
974,0.018239543916383442
975,0.018224431404886575
976,0.018209257303141317
977,0.018194030749571002
978,0.018178760811398187
979,0.018163456424370488
980,0.018148126340214423
981,0.018132779081874054
982,0.018117422906377818
983,0.018102065775011143
984,0.018086715330335318
985,0.018071378879498463
986,0.01805606338321385
987,0.018040775449749837
988,0.01802552133326297
989,0.018010306935818968
990,0.01799513781247556
991,0.017980019178841067
992,0.017964955920577477
993,0.01794995260436948
994,0.017935013489943585
995,0.01792014254277703
996,0.01790534344719649
997,0.01789061961961643
998,0.0178759742217195
999,0.017861410173420807
1000,0.017846930165500013
